月份,取值类型,科目编码,科目名称,公司名称,币种,商品大类,平台,行政组织,业务时间,借方发生额,贷方发生额,摘要,凭证号,制单人,来源类型
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉福禄传媒有限公司,人民币,卡券,八爪鱼平台,,'2026-01-31 00:00:00,660.38,,销售订单+总额卡密+抖音小店-福禄生活娱乐卡券+80000077+慧琳组,00355,,手工凭证
202601,核算取值,6401.01.03,主营业务成本_销售成本_销售成本-13%,武汉福禄传媒有限公司,人民币,卡券,八爪鱼平台,,'2026-01-31 00:00:00,261.06,,销售订单+总额卡密+抖音小店-福禄生活娱乐卡券+80000077+慧琳组,00355,,手工凭证
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,武汉福禄传媒有限公司,人民币,卡券,八爪鱼平台,,'2026-01-31 00:00:00,,633.83,销售订单+总额卡密+抖音小店-福禄生活娱乐卡券+80000077+慧琳组,00355,,手工凭证
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉福禄传媒有限公司,人民币,卡券,八爪鱼平台,,'2026-01-31 00:00:00,8056.6,,销售订单+总额直冲+抖音小店-福禄优品屋+80000060+田宇组,00356,,手工凭证
202601,核算取值,6401.01.03,主营业务成本_销售成本_销售成本-13%,武汉福禄传媒有限公司,人民币,卡券,八爪鱼平台,,'2026-01-31 00:00:00,3184.96,,销售订单+总额直冲+抖音小店-福禄优品屋+80000060+田宇组,00356,,手工凭证
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,武汉福禄传媒有限公司,人民币,卡券,八爪鱼平台,,'2026-01-31 00:00:00,,7671.66,销售订单+总额直冲+抖音小店-福禄优品屋+80000060+田宇组,00356,,手工凭证
202601,核算取值,6001.01.03,主营业务收入_销售收入_销售收入-13%,武汉福禄传媒有限公司,人民币,卡券,八爪鱼平台,,'2026-01-31 00:00:00,,3032.78,销售订单+总额直冲+抖音小店-福禄优品屋+80000060+田宇组,00356,,手工凭证
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉福禄传媒有限公司,人民币,网娱,八爪鱼平台,,'2026-01-31 00:00:00,71437.32,,销售订单+总额直冲+抖音小店-会员卡券+80000058+阳阳组,00357,,手工凭证
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,武汉福禄传媒有限公司,人民币,卡券,八爪鱼平台,,'2026-01-31 00:00:00,,73326.98,销售订单+总额直冲+抖音小店-会员卡券+80000058+阳阳组,00357,,手工凭证
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉福禄传媒有限公司,人民币,卡券,八爪鱼平台,,'2026-01-31 00:00:00,169.81,,销售订单+总额直冲+抖音小店-会员卡券+80000058+阳阳组,00357,,手工凭证
202601,核算取值,6001.02,主营业务收入_寄售收入,武汉福禄传媒有限公司,人民币,卡券,八爪鱼平台,,'2026-01-31 00:00:00,,141.51,销售订单+净额直冲+快手电商-福禄票务+80000079+慧琳组,00358,,手工凭证
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉福禄传媒有限公司,人民币,卡券,八爪鱼平台,,'2026-01-31 00:00:00,3962.26,,销售订单+总额直冲+小红书-福禄传媒生活卡券+80000052+田宇组,00359,,手工凭证
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,武汉福禄传媒有限公司,人民币,卡券,八爪鱼平台,,'2026-01-31 00:00:00,,3780.42,销售订单+总额直冲+小红书-福禄传媒生活卡券+80000052+田宇组,00359,,手工凭证
202601,核算取值,6401.01.03,主营业务成本_销售成本_销售成本-13%,武汉福禄传媒有限公司,人民币,卡券,八爪鱼平台,,'2026-01-31 00:00:00,1566.37,,销售订单+总额直冲+小红书-福禄传媒生活卡券+80000052+田宇组,00359,,手工凭证
202601,核算取值,6001.01.03,主营业务收入_销售收入_销售收入-13%,武汉福禄传媒有限公司,人民币,卡券,八爪鱼平台,,'2026-01-31 00:00:00,,1494.48,销售订单+总额直冲+小红书-福禄传媒生活卡券+80000052+田宇组,00359,,手工凭证
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉福禄传媒有限公司,人民币,网娱,八爪鱼平台,,'2026-01-31 00:00:00,6333.32,,销售订单+充值API-翰林传统+总额+直充,00360,,手工凭证
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,武汉福禄传媒有限公司,人民币,网娱,八爪鱼平台,,'2026-01-31 00:00:00,,6078.3,销售订单+充值API-翰林传统+总额+直充+80000132+阳阳组,00360,,手工凭证
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉福禄传媒有限公司,人民币,卡券,八爪鱼平台,,'2026-01-31 00:00:00,395.11,,销售订单+总额直冲+南京梦澄+80000030+阳阳组,00361,,手工凭证
202601,核算取值,6001.02,主营业务收入_寄售收入,武汉福禄传媒有限公司,人民币,卡券,八爪鱼平台,,'2026-01-31 00:00:00,,-1417.96,销售订单+净额直冲+南京梦澄+80000030+阳阳组,00361,,手工凭证
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,武汉福禄传媒有限公司,人民币,卡券,八爪鱼平台,,'2026-01-31 00:00:00,,395.68,销售订单+总额直冲+南京梦澄+80000030+阳阳组,00361,,手工凭证
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,武汉福禄传媒有限公司,人民币,网娱,八爪鱼平台,,'2026-01-31 00:00:00,,1846669.43,销售订单+充值API-重庆亿奇达+总额+直充+80000073+阳阳组,00362,,手工凭证
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉福禄传媒有限公司,人民币,网娱,八爪鱼平台,,'2026-01-31 00:00:00,1767344.15,,销售订单+充值API-重庆亿奇达+总额+直充+80000073+阳阳组,00362,,手工凭证
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉福禄传媒有限公司,人民币,网娱,八爪鱼平台,,'2026-01-31 00:00:00,9169.81,,销售订单+充值API-长沙可近+总额+直充+80000105+阳阳组,00363,,手工凭证
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,武汉福禄传媒有限公司,人民币,网娱,八爪鱼平台,,'2026-01-31 00:00:00,,8787.74,销售订单+充值API-长沙可近+总额+直充+80000105+阳阳组,00363,,手工凭证
202601,核算取值,6401.03.04,主营业务成本_工资性支出_年度奖金,武汉福禄传媒有限公司,人民币,,,视频文娱短视频组,'2026-01-31 00:00:00,-40000.0,,冲红2026年1月重复计提员工2025年年终奖金(福禄传媒）-年度奖金已随12月工资在1月份发放,00369,,手工凭证
202601,核算取值,5301.02.01.03,研发支出_费用化支出_工资性支出_年度奖金,武汉福禄传媒有限公司,人民币,,,UGD设计组,'2026-01-31 00:00:00,-20000.0,,冲红2026年1月重复计提员工2025年年终奖金(福禄传媒）-年度奖金已随12月工资在1月份发放,00369,,手工凭证
202601,核算取值,6401.03.04,主营业务成本_工资性支出_年度奖金,武汉福禄传媒有限公司,人民币,,,视频文娱运营组,'2026-01-31 00:00:00,-54611.14,,冲红2026年1月重复计提员工2025年年终奖金(福禄传媒）-年度奖金已随12月工资在1月份发放,00369,,手工凭证
202601,核算取值,6403.03,营业税金及附加_地方教育费附加,武汉福禄传媒有限公司,人民币,,,,'2026-01-31 00:00:00,588.28,,计提地方教育费附加税&调整费用+0%,00373,,手工凭证
202601,核算取值,6403.02,营业税金及附加_教育费附加,武汉福禄传媒有限公司,人民币,,,,'2026-01-31 00:00:00,882.43,,计提教育费附加税&调整费用+0%,00373,,手工凭证
202601,核算取值,6403.01,营业税金及附加_城市维护建设税,武汉福禄传媒有限公司,人民币,,,,'2026-01-31 00:00:00,2059.0,,计提城建税&调整费用+0%,00373,,手工凭证
202601,核算取值,6403.06,营业税金及附加_印花税,武汉福禄传媒有限公司,人民币,,,,'2026-01-31 00:00:00,36.73,,计提印花税&调整费用+0%,00373,,手工凭证
202601,核算取值,6403.06,营业税金及附加_印花税,武汉福禄传媒有限公司,人民币,,,,'2026-01-31 00:00:00,5385.32,,计提印花税&调整费用+0%,00373,,手工凭证
202601,核算取值,6403.02,营业税金及附加_教育费附加,武汉福禄传媒有限公司第一分公司,人民币,,,,'2026-01-14 00:00:00,-3.86,,调整12月计提的附加税&调整费用+0%,00001,,手工凭证
202601,核算取值,6403.06,营业税金及附加_印花税,武汉福禄传媒有限公司第一分公司,人民币,,,,'2026-01-14 00:00:00,29.1,,补12月计提印花税&调整费用+0%,00001,,手工凭证
202601,核算取值,6403.01,营业税金及附加_城市维护建设税,武汉福禄传媒有限公司第一分公司,人民币,,,,'2026-01-14 00:00:00,-295.35,,调整前期计提的附加税差异&调整费用+0%,00001,,手工凭证
202601,核算取值,6403.03,营业税金及附加_地方教育费附加,武汉福禄传媒有限公司第一分公司,人民币,,,,'2026-01-14 00:00:00,-2.57,,调整12月计提的附加税&调整费用+0%,00001,,手工凭证
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,武汉福禄传媒有限公司第一分公司,人民币,网娱,八爪鱼平台,,'2026-01-31 00:00:00,,1409445.28,销售订单+API充值+总额+直充+【QQ服务】-历史返货,00006,,手工凭证
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉福禄传媒有限公司第一分公司,人民币,网娱,八爪鱼平台,,'2026-01-31 00:00:00,1409445.28,,销售订单+API充值+总额+直充+【QQ服务】-历史返货,00006,,手工凭证
202601,核算取值,6403.06,营业税金及附加_印花税,武汉福禄传媒有限公司第二分公司,人民币,,,,'2026-01-14 00:00:00,9.74,,补计提12月份印花税,00002,,手工凭证
202601,核算取值,6403.02,营业税金及附加_教育费附加,武汉福禄传媒有限公司第二分公司,人民币,,,,'2026-01-30 00:00:00,-5.94,,调整12月附加税计提差异&调整费用+决算取+0%,00008,,手工凭证
202601,核算取值,6403.03,营业税金及附加_地方教育费附加,武汉福禄传媒有限公司第二分公司,人民币,,,,'2026-01-30 00:00:00,-3.95,,调整12月附加税计提差异&调整费用+决算取+0%,00008,,手工凭证
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉福禄供应链管理有限公司,人民币,网娱,福禄开放平台,,'2026-01-31 00:00:00,0.05,,调整关联公司供货直充差异&调整成本+西藏葫芦娃网络科技有限公司+6%,00169,朱丹,手工凭证
202601,核算取值,6401.03.02,主营业务成本_工资性支出_员工社保,武汉福禄供应链管理有限公司,人民币,,,业务七组,'2026-01-31 00:00:00,0.12,,调整计提员工202510月社保&调整费用+0%,00170,朱丹,手工凭证
202601,核算取值,6403.02,营业税金及附加_教育费附加,武汉福禄供应链管理有限公司,人民币,,,,'2026-01-31 00:00:00,2315.03,,计提教育费附加税&调整费用+0%,00173,朱丹,手工凭证
202601,核算取值,6403.06,营业税金及附加_印花税,武汉福禄供应链管理有限公司,人民币,,,,'2026-01-31 00:00:00,1.0,,计提印花税&调整费用+0%,00173,朱丹,手工凭证
202601,核算取值,6403.01,营业税金及附加_城市维护建设税,武汉福禄供应链管理有限公司,人民币,,,,'2026-01-31 00:00:00,5401.74,,计提城建税&调整费用+0%,00173,朱丹,手工凭证
202601,核算取值,6403.03,营业税金及附加_地方教育费附加,武汉福禄供应链管理有限公司,人民币,,,,'2026-01-31 00:00:00,1543.35,,计提地方教育费附加税&调整费用+0%,00173,朱丹,手工凭证
202601,核算取值,6403.06,营业税金及附加_印花税,武汉福禄供应链管理有限公司,人民币,,,,'2026-01-31 00:00:00,4112.32,,计提印花税&调整费用+0%,00173,朱丹,手工凭证
202601,核算取值,6001.03.02,主营业务收入_技术服务收入_平台服务,武汉福禄信息科技有限公司,人民币,网娱,,,'2026-01-30 00:00:00,,229743.45,调整计提25Q4武汉福禄平台服务收入,00283,朱丹,手工凭证
202601,核算取值,6401.02.03,主营业务成本_直接服务费_软件服务费,武汉福禄信息科技有限公司,人民币,,,业务三组,'2026-01-31 00:00:00,-155.19,,调整202601月00440#天猫/京东/拼多多-哔哩哔哩大会员旗舰店-广州税航自动开票服务，费用1349元/年WHFLXX-XZ-FK-20260122-00005（实际开13%专）&调整费用+13%,00441,朱丹,手工凭证
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉福禄信息科技有限公司,人民币,网娱,FLNEXT,,'2026-01-31 00:00:00,0.09,,调整卡密测试订单成本&调整成本+800044+长沙星合网络科技有限公司+6%,00790,朱丹,手工凭证
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉福禄信息科技有限公司,人民币,网娱,FLNEXT,,'2026-01-31 00:00:00,0.09,,调整直充测试订单成本&调整成本+800044+长沙星合网络科技有限公司+6%,00790,朱丹,手工凭证
202601,核算取值,6301.03,营业外收入_其它,武汉福禄信息科技有限公司,人民币,,,,'2026-01-01 00:00:00,,-1518.32,确认202512月薪资,00823,朱丹
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉福禄信息科技有限公司,人民币,卡券,福禄开放平台,,'2026-01-31 00:00:00,-0.01,,调整发票尾差&调整成本+6%,00892,朱丹,手工凭证
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉福禄信息科技有限公司,人民币,网娱,福禄开放平台,,'2026-01-31 00:00:00,-0.19,,调整发票尾差&调整成本+6%,00892,朱丹,手工凭证
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉福禄信息科技有限公司,人民币,卡券,福禄开放平台,,'2026-01-31 00:00:00,0.03,,调整直充消耗差异&调整成本+深圳市腾讯计算机系统有限公司+6%,00893,朱丹,手工凭证
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉福禄信息科技有限公司,人民币,网娱,福禄开放平台,,'2026-01-31 00:00:00,-0.03,,调整直充消耗差异&调整成本+深圳市腾讯计算机系统有限公司+6%,00893,朱丹,手工凭证
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉福禄信息科技有限公司,人民币,网娱,福禄开放平台,,'2026-01-31 00:00:00,0.02,,调整直充消耗差异&调整成本+深圳市腾讯计算机系统有限公司+6%,00893,朱丹,手工凭证
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉福禄信息科技有限公司,人民币,网娱,福禄开放平台,,'2026-01-31 00:00:00,0.03,,调整直充消耗差异&调整成本+深圳市腾讯计算机系统有限公司+6%,00893,朱丹,手工凭证
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉福禄信息科技有限公司,人民币,卡券,福禄开放平台,,'2026-01-31 00:00:00,-0.05,,调整直充消耗差异&调整成本+深圳市腾讯计算机系统有限公司+6%,00893,朱丹,手工凭证
202601,核算取值,6401.03.01,主营业务成本_工资性支出_员工工资,武汉福禄信息科技有限公司,人民币,,,中台运营部本部,'2026-01-31 00:00:00,-4404.0,,调整2025年-202510运营中台姜白雪津贴-福禄信息&调整费用+0%,00894,朱丹,手工凭证
202601,核算取值,6601.01.01,销售费用_工资性支出_员工工资,武汉福禄信息科技有限公司,人民币,,,业务八组,'2026-01-31 00:00:00,-0.04,,调整&确认202512月薪资（尾差调整）&调整费用+0%,00895,朱丹,手工凭证
202601,核算取值,6401.03.04,主营业务成本_工资性支出_年度奖金,武汉福禄信息科技有限公司,人民币,,,人事行政部,'2026-01-31 00:00:00,-1518.32,,调整2025年2月年终奖个税费用&调整费用+0%,00896,朱丹,手工凭证
202601,核算取值,6301.03,营业外收入_其它,武汉福禄信息科技有限公司,人民币,,,,'2026-01-31 00:00:00,,1518.32,调整2025年2月年终奖个税费用&调整费用+0%,00896,朱丹,手工凭证
202601,核算取值,6401.03.01,主营业务成本_工资性支出_员工工资,武汉福禄信息科技有限公司,人民币,,,业务九组,'2026-01-31 00:00:00,1726.39,,调整2025年8月王超个税费用&调整费用+0%,00896,朱丹,手工凭证
202601,核算取值,6401.03.04,主营业务成本_工资性支出_年度奖金,武汉福禄信息科技有限公司,人民币,,,人事行政部,'2026-01-31 00:00:00,1518.32,,调整2025年2月年终奖个税费用&调整费用+0%,00896,朱丹,手工凭证
202601,核算取值,6001.02,主营业务收入_寄售收入,武汉福禄信息科技有限公司,人民币,卡券,福禄开放平台,,'2026-01-31 00:00:00,,-4672641.9,调整202601月逾期会员残值收入+饿了么残值平台&调整成本+拉扎斯网络科技（上海）有限公司+6%,00897,朱丹,手工凭证
202601,核算取值,6001.02,主营业务收入_寄售收入,武汉福禄信息科技有限公司,人民币,卡券,第三方,,'2026-01-31 00:00:00,,-2447597.0,调整202601月逾期会员残值收入+饿了么残值平台&调整成本+拉扎斯网络科技（上海）有限公司+6%,00897,朱丹,手工凭证
202601,核算取值,6001.02,主营业务收入_寄售收入,武汉福禄信息科技有限公司,人民币,卡券,第三方+饿了么超抢手旗舰店,,'2026-01-31 00:00:00,,2447597.0,调整202601月逾期会员残值收入+饿了么残值平台&调整成本+拉扎斯网络科技（上海）有限公司+6%,00897,朱丹,手工凭证
202601,核算取值,6001.02,主营业务收入_寄售收入,武汉福禄信息科技有限公司,人民币,卡券,小红书,,'2026-01-31 00:00:00,,4672641.9,调整202601月逾期会员残值收入+饿了么残值平台&调整成本+拉扎斯网络科技（上海）有限公司+6%,00897,朱丹,手工凭证
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉福禄信息科技有限公司,人民币,卡券,福禄开放平台,,'2026-01-31 00:00:00,1.51,,调整关联往来差异&调整成本+西藏葫芦娃网络科技有限公司+8738754+6%,00901,朱丹,手工凭证
202601,核算取值,6601.04.03.01,销售费用_办公费_差旅费_市内交通,武汉福禄信息科技有限公司,人民币,,,渠道商务部,'2026-01-31 00:00:00,3.28,,调整202601月滴滴打车进项税未注明旅客信息转费用&调整费用+3%,00908,朱丹,手工凭证
202601,核算取值,6601.04.03.01,销售费用_办公费_差旅费_市内交通,武汉福禄信息科技有限公司,人民币,,,平台运营组,'2026-01-31 00:00:00,13.6,,调整202601月滴滴打车进项税未注明旅客信息转费用&调整费用+3%,00908,朱丹,手工凭证
202601,核算取值,6601.04.03.01,销售费用_办公费_差旅费_市内交通,武汉福禄信息科技有限公司,人民币,,,平台运营组,'2026-01-31 00:00:00,4.3,,调整202601月滴滴打车进项税未注明旅客信息转费用&调整费用+3%,00908,朱丹,手工凭证
202601,核算取值,6601.04.03.01,销售费用_办公费_差旅费_市内交通,武汉福禄信息科技有限公司,人民币,,,业务三组,'2026-01-31 00:00:00,0.41,,调整202601月滴滴打车进项税未注明旅客信息转费用&调整费用+3%,00908,朱丹,手工凭证
202601,核算取值,6601.04.03.01,销售费用_办公费_差旅费_市内交通,武汉福禄信息科技有限公司,人民币,,,业务七组,'2026-01-31 00:00:00,6.11,,调整202601月滴滴打车进项税未注明旅客信息转费用&调整费用+3%,00908,朱丹,手工凭证
202601,核算取值,6601.04.03.01,销售费用_办公费_差旅费_市内交通,武汉福禄信息科技有限公司,人民币,,,渠道商务部,'2026-01-31 00:00:00,10.11,,调整202601月滴滴打车进项税未注明旅客信息转费用&调整费用+3%,00908,朱丹,手工凭证
202601,核算取值,6601.04.03.01,销售费用_办公费_差旅费_市内交通,武汉福禄信息科技有限公司,人民币,,,平台运营组,'2026-01-31 00:00:00,7.47,,调整202601月滴滴打车进项税未注明旅客信息转费用&调整费用+3%,00908,朱丹,手工凭证
202601,核算取值,6601.04.03.01,销售费用_办公费_差旅费_市内交通,武汉福禄信息科技有限公司,人民币,,,运营二部本部,'2026-01-31 00:00:00,9.53,,调整202601月滴滴打车进项税未注明旅客信息转费用&调整费用+3%,00908,朱丹,手工凭证
202601,核算取值,6601.04.03.01,销售费用_办公费_差旅费_市内交通,武汉福禄信息科技有限公司,人民币,,,运营一部本部,'2026-01-31 00:00:00,6.72,,调整202601月滴滴打车进项税未注明旅客信息转费用&调整费用+3%,00908,朱丹,手工凭证
202601,核算取值,6403.06,营业税金及附加_印花税,武汉福禄信息科技有限公司,人民币,,,,'2026-01-31 00:00:00,17.65,,计提印花税&调整费用+0%,00910,朱丹,手工凭证
202601,核算取值,6403.06,营业税金及附加_印花税,武汉福禄信息科技有限公司,人民币,,,,'2026-01-31 00:00:00,2248.22,,计提印花税&调整费用+0%,00910,朱丹,手工凭证
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,武汉福禄数云网络科技有限公司,人民币,通信,福禄开放平台,,'2026-01-31 00:00:00,,-15.9,冲销传媒短信包收入&调整收入+武汉福禄传媒有限公司,00060,潘霞,手工凭证
202601,核算取值,6403.03,营业税金及附加_地方教育费附加,武汉福禄数云网络科技有限公司,人民币,,,,'2026-01-31 00:00:00,28.68,,计提地方教育费附加税&调整费用+0%,00064,潘霞,手工凭证
202601,核算取值,6403.06,营业税金及附加_印花税,武汉福禄数云网络科技有限公司,人民币,,,,'2026-01-31 00:00:00,53.01,,计提印花税&调整费用+0%,00064,潘霞,手工凭证
202601,核算取值,6403.02,营业税金及附加_教育费附加,武汉福禄数云网络科技有限公司,人民币,,,,'2026-01-31 00:00:00,43.02,,计提教育费附加税&调整费用+0%,00064,潘霞,手工凭证
202601,核算取值,6403.01,营业税金及附加_城市维护建设税,武汉福禄数云网络科技有限公司,人民币,,,,'2026-01-31 00:00:00,100.39,,计提城建税&调整费用+0%,00064,潘霞,手工凭证
202601,核算取值,6601.02.01,销售费用_营销费_平台推广服务费,武汉福禄网络科技有限公司,人民币,,,传统电商中心本部,'2026-01-31 00:00:00,302298.11,,确认爱奇艺流量包推广费-吕敏&调整费用+6%,01388,周曼,手工凭证
202601,核算取值,6601.02.01,销售费用_营销费_平台推广服务费,武汉福禄网络科技有限公司,人民币,,,渠道一线本部,'2026-01-31 00:00:00,-377.13,,收到杭州阿里妈妈淘联信息技术有限公司 软淘宝客-天猫-发票到（10张）&调整费用+6%（调进项）,02189,周曼,手工凭证
202601,核算取值,6401.02.03,主营业务成本_直接服务费_软件服务费,武汉福禄网络科技有限公司,人民币,,,渠道一线本部,'2026-01-31 00:00:00,501.22,,（淘宝中国）开放平台聚石塔API调用2025年11-12月&调整费用+6%,02190,周曼,手工凭证
202601,核算取值,6001.02,主营业务收入_寄售收入,武汉福禄网络科技有限公司,人民币,网游,支付宝小程序+直播音乐会员服务,,'2026-01-31 00:00:00,,39.22,充值平台+寄售订单服务-直充,02439,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉福禄网络科技有限公司,人民币,卡券,福禄开放平台,,'2026-01-31 00:00:00,23.16,,库迪已清理完售后订单调整&调整成本+库迪供应链(安徽)有限公司+传统电商中心,02554,周曼,手工凭证
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉福禄网络科技有限公司,人民币,网娱,福禄开放平台,,'2026-01-31 00:00:00,-0.13,,湖南微算供货商-待抵扣税金调整,02555,周曼,手工凭证
202601,核算取值,6603.03,财务费用_手续费,武汉福禄网络科技有限公司,人民币,,,,'2026-01-31 00:00:00,25.0,,确认手续费&调整费用,02556,周曼,手工凭证
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉福禄网络科技有限公司,人民币,网娱,福禄开放平台,,'2026-01-31 00:00:00,-0.03,,调整总额直充消耗尾差&调整成本,02558,周曼,手工凭证
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉福禄网络科技有限公司,人民币,卡券,福禄开放平台,,'2026-01-31 00:00:00,-0.05,,调整总额直充消耗尾差&调整成本,02558,周曼,手工凭证
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉福禄网络科技有限公司,人民币,网游,福禄开放平台,,'2026-01-31 00:00:00,-0.02,,调整总额直充消耗尾差&调整成本,02558,周曼,手工凭证
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉福禄网络科技有限公司,人民币,网游,福禄开放平台,,'2026-01-31 00:00:00,0.03,,调整202601月总额卡密库存尾差&调整成本+西藏福禄网络科技有限公司+业务发展中心（武汉）,02559,周曼,手工凭证
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉福禄网络科技有限公司,人民币,卡券,福禄开放平台,,'2026-01-31 00:00:00,-0.08,,调整202601月总额卡密库存尾差&调整成本+西藏福禄网络科技有限公司+业务发展中心（武汉）,02559,周曼,手工凭证
202601,核算取值,6001.02,主营业务收入_寄售收入,武汉福禄网络科技有限公司,人民币,网娱,福禄开放平台,,'2026-01-31 00:00:00,,50.9,调整202601月寄售卡密库存尾差&调整成本+西藏福禄网络科技有限公司+业务发展中心（武汉）,02562,周曼,手工凭证
202601,核算取值,6001.02,主营业务收入_寄售收入,武汉福禄网络科技有限公司,人民币,卡券,福禄开放平台,,'2026-01-31 00:00:00,,-0.03,调整202601月寄售卡密库存尾差&调整成本+西藏福禄网络科技有限公司+业务发展中心（武汉）,02562,周曼,手工凭证
202601,核算取值,6001.02,主营业务收入_寄售收入,武汉福禄网络科技有限公司,人民币,手游,福禄开放平台,,'2026-01-31 00:00:00,,50.94,冲减25年9月2539#调整202508月寄售卡密库存尾差&调整成本+资和信电子支付有限公司+游戏生态电商中心,02563,周曼,手工凭证
202601,核算取值,6001.02,主营业务收入_寄售收入,武汉福禄网络科技有限公司,人民币,网娱,京东+福禄数字娱乐专营店,,'2026-01-31 00:00:00,,13.58,京东+福禄数字娱乐专营店余额清理&调整收入+传统电商中心,02566,周曼,手工凭证
202601,核算取值,6001.02,主营业务收入_寄售收入,武汉福禄网络科技有限公司,人民币,网娱,拼多多+畅玩充值店,,'2026-01-31 00:00:00,,-628.16,拼多多+畅玩充值店尾差调整&调整收入+传统电商中心,02566,周曼,手工凭证
202601,核算取值,6401.06.07,主营业务成本_技术服务成本 _平台服务成本,武汉福禄网络科技有限公司,人民币,网娱,,,'2026-01-31 00:00:00,229743.45,,武汉福禄25.12月利润归集传统电商中心&调整成本+武汉福禄信息科技有限公司,02572,周曼,手工凭证
202601,核算取值,6401.06.07,主营业务成本_技术服务成本 _平台服务成本,武汉福禄网络科技有限公司,人民币,网娱,,,'2026-01-31 00:00:00,837901.1,,武汉福禄25.12月利润归集客户发展中心%调整成本+武汉立硕网络科技有限公司,02572,周曼,手工凭证
202601,核算取值,6401.06.07,主营业务成本_技术服务成本 _平台服务成本,武汉福禄网络科技有限公司,人民币,网娱,,,'2026-01-31 00:00:00,28943.21,,武汉立硕供货返佣补贴（26.1月）&调整成本+武汉立硕科技有限公司+9000163,02573,周曼,手工凭证
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉福禄网络科技有限公司,人民币,卡券,福禄开放平台,,'2026-01-31 00:00:00,-0.01,,待抵扣税金尾差清理&调整成本+温州创想网络科技有限公司,02575,周曼,手工凭证
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉福禄网络科技有限公司,人民币,卡券,福禄开放平台,,'2026-01-31 00:00:00,0.01,,待抵扣税金尾差清理&调整成本+成都蓝色兄弟网络科技有限公司+,02575,周曼,手工凭证
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉福禄网络科技有限公司,人民币,卡券,福禄开放平台,,'2026-01-31 00:00:00,0.01,,待抵扣税金尾差清理&调整成本+福建福禄网络科技有限公司+业务发展中心（武汉）,02575,周曼,手工凭证
202601,核算取值,6711.06,营业外支出_处置非流动资产损失,武汉福禄网络科技有限公司,人民币,,,,'2026-01-31 00:00:00,3155.54,,固定资产清理：01.01-QL-00000207,02577,周曼,手工凭证
202601,核算取值,6602.04.05,管理费用_办公费_招待费,武汉福禄网络科技有限公司,人民币,,,政府事务中心,'2026-01-31 00:00:00,444697.0,,茅台202601消耗入费用&调整费用+0%,02580,周曼,手工凭证
