月份,取值类型,科目编码,科目名称,公司名称,币种,商品大类,平台,行政组织,业务时间,借方发生额,贷方发生额,摘要,凭证号,制单人,来源类型
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉立硕科技有限公司,人民币,生活服务,TOB,,'2026-01-31 00:00:00,38.45,,充值平台+销售订单自营-卡密,01151,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,武汉立硕科技有限公司,人民币,卡券,TOB,,'2026-01-31 00:00:00,,253.41,充值平台+销售订单自营-直充,01151,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉立硕科技有限公司,人民币,卡券,TOB,,'2026-01-31 00:00:00,377.61,,充值平台+销售订单自营-直充,01151,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,武汉立硕科技有限公司,人民币,生活服务,TOB,,'2026-01-31 00:00:00,,38.45,充值平台+销售订单自营-卡密,01151,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,武汉立硕科技有限公司,人民币,生活服务,TOB,,'2026-01-31 00:00:00,,36.56,充值平台+销售订单自营-卡密,01152,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,武汉立硕科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,,640.09,充值平台+销售订单自营-直充,01152,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉立硕科技有限公司,人民币,生活服务,TOB,,'2026-01-31 00:00:00,36.56,,充值平台+销售订单自营-卡密,01152,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉立硕科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,640.09,,充值平台+销售订单自营-直充,01152,预设用户,其它系统引入
202601,核算取值,6001.02,主营业务收入_寄售收入,武汉立硕科技有限公司,人民币,卡券,TOB,,'2026-01-31 00:00:00,,84.91,充值平台+寄售订单服务-卡密,01153,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,武汉立硕科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,,138.74,充值平台+销售订单自营-直充,01154,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉立硕科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,158.21,,充值平台+销售订单自营-直充,01154,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,武汉立硕科技有限公司,人民币,卡券,TOB,,'2026-01-31 00:00:00,,56.89,充值平台+销售订单自营-卡密,01155,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,武汉立硕科技有限公司,人民币,生活服务,TOB,,'2026-01-31 00:00:00,,6813.87,充值平台+销售订单自营-卡密,01155,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉立硕科技有限公司,人民币,生活服务,TOB,,'2026-01-31 00:00:00,6813.87,,充值平台+销售订单自营-卡密,01155,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉立硕科技有限公司,人民币,卡券,TOB,,'2026-01-31 00:00:00,56.89,,充值平台+销售订单自营-卡密,01155,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,武汉立硕科技有限公司,人民币,生活服务,TOB,,'2026-01-31 00:00:00,,20.47,充值平台+销售订单自营-直充,01156,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,武汉立硕科技有限公司,人民币,卡券,TOB,,'2026-01-31 00:00:00,,46.42,充值平台+销售订单自营-直充,01156,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉立硕科技有限公司,人民币,生活服务,TOB,,'2026-01-31 00:00:00,17.67,,充值平台+销售订单自营-直充,01156,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉立硕科技有限公司,人民币,卡券,TOB,,'2026-01-31 00:00:00,57.32,,充值平台+销售订单自营-直充,01156,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,武汉立硕科技有限公司,人民币,生活服务,TOB,,'2026-01-31 00:00:00,,122.83,充值平台+销售订单自营-卡密,01156,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉立硕科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,140.95,,充值平台+销售订单自营-直充,01156,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉立硕科技有限公司,人民币,生活服务,TOB,,'2026-01-31 00:00:00,121.51,,充值平台+销售订单自营-卡密,01156,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,武汉立硕科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,,157.46,充值平台+销售订单自营-直充,01156,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉立硕科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,16997.36,,充值平台+销售订单自营-直充,01157,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,武汉立硕科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,,15231.32,充值平台+销售订单自营-直充,01157,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,武汉立硕科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,,1576.65,充值平台+销售订单自营-直充,01158,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉立硕科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,1593.89,,充值平台+销售订单自营-直充,01158,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,武汉立硕科技有限公司,人民币,卡券,TOB,,'2026-01-31 00:00:00,,1132.12,充值平台+销售订单自营-直充,01159,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉立硕科技有限公司,人民币,卡券,TOB,,'2026-01-31 00:00:00,1528.5,,充值平台+销售订单自营-直充,01159,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,武汉立硕科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,,26.79,充值平台+销售订单自营-直充,01161,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉立硕科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,26.79,,充值平台+销售订单自营-直充,01161,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉立硕科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,155.57,,充值平台+销售订单自营-直充,01162,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,武汉立硕科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,,139.73,充值平台+销售订单自营-直充,01162,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,武汉立硕科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,,33.02,充值平台+销售订单自营-直充,01163,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉立硕科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,36.79,,充值平台+销售订单自营-直充,01163,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,武汉立硕科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,,3767.67,充值平台+销售订单自营-直充,01164,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉立硕科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,4043.79,,充值平台+销售订单自营-直充,01164,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉立硕科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,214.15,,充值平台+销售订单自营-直充,01165,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,武汉立硕科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,,196.04,充值平台+销售订单自营-直充,01165,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,武汉立硕科技有限公司,人民币,通信,TOB,,'2026-01-31 00:00:00,,393.4,充值平台+销售订单自营-直充,01166,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,武汉立硕科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,,18067.92,充值平台+销售订单自营-直充,01166,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉立硕科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,18067.92,,充值平台+销售订单自营-直充,01166,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉立硕科技有限公司,人民币,通信,TOB,,'2026-01-31 00:00:00,393.4,,充值平台+销售订单自营-直充,01166,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉立硕科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,148.4,,充值平台+销售订单自营-直充,01167,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,武汉立硕科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,,149.43,充值平台+销售订单自营-直充,01167,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,武汉立硕科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,,3503.73,充值平台+销售订单自营-直充,01168,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉立硕科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,3873.68,,充值平台+销售订单自营-直充,01168,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉立硕科技有限公司,人民币,生活服务,TOB,,'2026-01-31 00:00:00,,,充值平台+销售订单自营-直充,01169,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,武汉立硕科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,,31.7,充值平台+销售订单自营-直充,01169,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,武汉立硕科技有限公司,人民币,生活服务,TOB,,'2026-01-31 00:00:00,,0.09,充值平台+销售订单自营-直充,01169,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉立硕科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,31.8,,充值平台+销售订单自营-直充,01169,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉立硕科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,158.21,,充值平台+销售订单自营-直充,01170,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,武汉立硕科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,,138.74,充值平台+销售订单自营-直充,01170,预设用户,其它系统引入
202601,核算取值,6001.02,主营业务收入_寄售收入,武汉立硕科技有限公司,人民币,卡券,TOB,,'2026-01-31 00:00:00,,28.3,充值平台+寄售订单服务-卡密,01171,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,武汉立硕科技有限公司,人民币,卡券,TOB,,'2026-01-31 00:00:00,,11027.64,充值平台+销售订单自营-卡密,01172,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉立硕科技有限公司,人民币,卡券,TOB,,'2026-01-31 00:00:00,11027.64,,充值平台+销售订单自营-卡密,01172,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,武汉立硕科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,,1749.8,充值平台+销售订单自营-直充,01173,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉立硕科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,1823.89,,充值平台+销售订单自营-直充,01173,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,武汉立硕科技有限公司,人民币,生活服务,TOB,,'2026-01-31 00:00:00,,96.23,充值平台+销售订单自营-直充,01173,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉立硕科技有限公司,人民币,生活服务,TOB,,'2026-01-31 00:00:00,96.23,,充值平台+销售订单自营-直充,01173,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉立硕科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,1965.0,,充值平台+销售订单自营-直充,01175,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,武汉立硕科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,,1668.4,充值平台+销售订单自营-直充,01175,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉立硕科技有限公司,人民币,生活服务,TOB,,'2026-01-31 00:00:00,1713.77,,充值平台+销售订单自营-直充,01176,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,武汉立硕科技有限公司,人民币,生活服务,TOB,,'2026-01-31 00:00:00,,1712.76,充值平台+销售订单自营-直充,01176,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,武汉立硕科技有限公司,人民币,卡券,TOB,,'2026-01-31 00:00:00,,56.61,充值平台+销售订单自营-直充,01178,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉立硕科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,807.19,,充值平台+销售订单自营-直充,01178,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉立硕科技有限公司,人民币,卡券,TOB,,'2026-01-31 00:00:00,76.42,,充值平台+销售订单自营-直充,01178,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,武汉立硕科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,,807.19,充值平台+销售订单自营-直充,01178,预设用户,其它系统引入
202601,核算取值,6001.01.03,主营业务收入_销售收入_销售收入-13%,武汉立硕科技有限公司,人民币,卡券,TOB,,'2026-01-31 00:00:00,,1121853.98,充值平台+销售订单自营-直充,01179,预设用户,其它系统引入
202601,核算取值,6401.01.03,主营业务成本_销售成本_销售成本-13%,武汉立硕科技有限公司,人民币,卡券,TOB,,'2026-01-31 00:00:00,1118495.58,,充值平台+销售订单自营-直充,01179,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,武汉立硕科技有限公司,人民币,卡券,TOB,,'2026-01-31 00:00:00,,23254.62,充值平台+销售订单自营-卡密,01180,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉立硕科技有限公司,人民币,卡券,TOB,,'2026-01-31 00:00:00,23254.62,,充值平台+销售订单自营-卡密,01180,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉立硕科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,12.74,,充值平台+销售订单自营-直充,01181,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,武汉立硕科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,,12.74,充值平台+销售订单自营-直充,01181,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,武汉立硕科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,,2114.15,充值平台+销售订单自营-直充,01182,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉立硕科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,2490.0,,充值平台+销售订单自营-直充,01182,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,武汉立硕科技有限公司,人民币,生活服务,TOB,,'2026-01-31 00:00:00,,331.13,充值平台+销售订单自营-直充,01183,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉立硕科技有限公司,人民币,生活服务,TOB,,'2026-01-31 00:00:00,331.13,,充值平台+销售订单自营-直充,01183,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,武汉立硕科技有限公司,人民币,卡券,TOB,,'2026-01-31 00:00:00,,96.6,充值平台+销售订单自营-卡密,01184,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉立硕科技有限公司,人民币,卡券,TOB,,'2026-01-31 00:00:00,96.6,,充值平台+销售订单自营-卡密,01184,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉立硕科技有限公司,人民币,卡券,福禄开放平台,,'2026-01-31 00:00:00,-0.01,,调整库存尾差+调整成本,01185,,手工凭证
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉立硕科技有限公司,人民币,卡券,福禄开放平台,,'2026-01-31 00:00:00,0.01,,调整库存尾差+调整成本,01185,,手工凭证
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉立硕科技有限公司,人民币,生活服务,福禄开放平台,,'2026-01-31 00:00:00,0.01,,调整库存尾差+调整成本,01185,,手工凭证
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉立硕科技有限公司,人民币,网娱,福禄开放平台,,'2026-01-31 00:00:00,0.14,,调整库存尾差+调整成本,01185,,手工凭证
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉立硕科技有限公司,人民币,生活服务,福禄开放平台,,'2026-01-31 00:00:00,0.03,,调整库存尾差+调整成本,01187,,手工凭证
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉立硕科技有限公司,人民币,网娱,福禄开放平台,,'2026-01-31 00:00:00,-0.02,,结转直储供货尾差+调整成本,01195,,手工凭证
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉立硕科技有限公司,人民币,网游,福禄开放平台,,'2026-01-31 00:00:00,-0.03,,结转直储供货尾差+调整成本,01195,,手工凭证
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉立硕科技有限公司,人民币,卡券,福禄开放平台,,'2026-01-31 00:00:00,0.07,,结转直储供货尾差+调整成本,01195,,手工凭证
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉立硕科技有限公司,人民币,卡券,福禄开放平台,,'2026-01-31 00:00:00,-0.01,,结转直储供货尾差+调整成本,01195,,手工凭证
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉立硕科技有限公司,人民币,卡券,福禄开放平台,,'2026-01-31 00:00:00,0.06,,结转直储供货尾差+调整成本,01195,,手工凭证
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,武汉立硕科技有限公司,人民币,网娱,福禄开放平台,,'2026-01-31 00:00:00,-0.01,,结转直储供货尾差+调整成本,01195,,手工凭证
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,武汉立硕科技有限公司,人民币,卡券,福禄开放平台,,'2026-01-31 00:00:00,,0.01,调整其他应付款—关联往来&调整收入+武汉福穗网络科技有限公司,01198,,手工凭证
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,武汉立硕科技有限公司,人民币,卡券,TOB,,'2026-01-31 00:00:00,,-4.72,OB新平台手工加款-业务测试款（后期不退回）未推单2026/1/26-商户8769375&调整收入+toc采购,01207,,手工凭证
202601,核算取值,6602.01.02,管理费用_工资性支出_员工社保,武汉立硕科技有限公司,人民币,,,人力行政部,'2026-01-31 00:00:00,-1791.0,,根据邮件确认湖北福之禄至26年1月人事公摊收入&调整费用+6%,01208,,手工凭证
202601,核算取值,6602.01.01,管理费用_工资性支出_员工工资,武汉立硕科技有限公司,人民币,,,共享服务中心本部,'2026-01-31 00:00:00,-27270.0,,根据邮件确认湖北福之禄至26年1月人事公摊收入&调整费用+6%,01208,,手工凭证
202601,核算取值,6602.01.03,管理费用_工资性支出_员工公积金,武汉立硕科技有限公司,人民币,,,综合管理中心本部,'2026-01-31 00:00:00,-1168.05,,根据邮件确认湖北福之禄至26年1月人事公摊收入&调整费用+6%,01208,,手工凭证
202601,核算取值,6602.01.02,管理费用_工资性支出_员工社保,武汉立硕科技有限公司,人民币,,,共享服务中心本部,'2026-01-31 00:00:00,-2048.0,,根据邮件确认湖北福之禄至26年1月人事公摊收入&调整费用+6%,01208,,手工凭证
202601,核算取值,6602.01.03,管理费用_工资性支出_员工公积金,武汉立硕科技有限公司,人民币,,,共享服务中心本部,'2026-01-31 00:00:00,-3212.4,,根据邮件确认湖北福之禄至26年1月人事公摊收入&调整费用+6%,01208,,手工凭证
202601,核算取值,6602.01.03,管理费用_工资性支出_员工公积金,武汉立硕科技有限公司,人民币,,,财务部,'2026-01-31 00:00:00,-3600.0,,根据邮件确认湖北福之禄至26年1月人事公摊收入&调整费用+6%,01208,,手工凭证
202601,核算取值,6602.01.01,管理费用_工资性支出_员工工资,武汉立硕科技有限公司,人民币,,,人力行政部,'2026-01-31 00:00:00,-9092.83,,根据邮件确认湖北福之禄至26年1月人事公摊收入&调整费用+6%,01208,,手工凭证
202601,核算取值,6602.01.01,管理费用_工资性支出_员工工资,武汉立硕科技有限公司,人民币,,,财务部,'2026-01-31 00:00:00,-28269.78,,根据邮件确认湖北福之禄至26年1月人事公摊收入&调整费用+6%,01208,,手工凭证
202601,核算取值,6602.01.03,管理费用_工资性支出_员工公积金,武汉立硕科技有限公司,人民币,,,人力行政部,'2026-01-31 00:00:00,-2040.0,,根据邮件确认湖北福之禄至26年1月人事公摊收入&调整费用+6%,01208,,手工凭证
202601,核算取值,6602.01.01,管理费用_工资性支出_员工工资,武汉立硕科技有限公司,人民币,,,数据部,'2026-01-31 00:00:00,-17000.0,,根据邮件确认湖北福之禄至26年1月人事公摊收入&调整费用+6%,01208,,手工凭证
202601,核算取值,6602.01.02,管理费用_工资性支出_员工社保,武汉立硕科技有限公司,人民币,,,财务部,'2026-01-31 00:00:00,-3454.5,,根据邮件确认湖北福之禄至26年1月人事公摊收入&调整费用+6%,01208,,手工凭证
202601,核算取值,6001.03.02,主营业务收入_技术服务收入_平台服务,武汉立硕科技有限公司,人民币,网娱,,,'2026-01-31 00:00:00,,176697.16,计提西藏供货返佣收入&调整收入+西藏福禄网络科技有限公司,01209,,手工凭证
202601,核算取值,6001.03.02,主营业务收入_技术服务收入_平台服务,武汉立硕科技有限公司,人民币,网娱,,,'2026-01-31 00:00:00,,28943.21,计提武汉福禄供货返佣收入&调整收入+武汉福禄网络科技有限公司,01210,,手工凭证
202601,核算取值,6001.03.02,主营业务收入_技术服务收入_平台服务,武汉立硕科技有限公司,人民币,网娱,,,'2026-01-31 00:00:00,,837901.1,计提武汉福禄平台服务收入&调整收入+武汉福禄网络科技有限公司,01211,,手工凭证
202601,核算取值,6301.06,营业外收入_税费抵减,武汉立硕科技有限公司,人民币,,,,'2026-01-31 00:00:00,,1950.0,企业招录重点群体减免增值税（26年1月：（1+1+1）*650）,01272,,手工凭证
202601,核算取值,6403.06,营业税金及附加_印花税,武汉立硕科技有限公司,人民币,,,,'2026-01-31 00:00:00,16.14,,计提印花税&调整费用+0%,01279,,手工凭证
202601,核算取值,6403.06,营业税金及附加_印花税,武汉立硕科技有限公司,人民币,,,,'2026-01-31 00:00:00,4258.11,,计提印花税&调整费用+0%,01279,,手工凭证
202601,核算取值,6301.02,营业外收入_税费返还,江西福禄网络科技有限公司,人民币,,,,'2026-01-22 00:00:00,,2910.53,2025个税返还,00032,周曼
202601,核算取值,6301.02,营业外收入_税费返还,江西福禄网络科技有限公司,人民币,,,,'2026-01-31 00:00:00,,-164.75,2025个税返还-销项（2910.53）,00053,周曼,手工凭证
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,江西福禄网络科技有限公司,人民币,手游,福禄开放平台,,'2026-01-31 00:00:00,-7.83,,其他入库总额-重导入库&调整成本+雷神(武汉)网络技术有限公司,00056,周曼,手工凭证
202601,核算取值,6401.03.01,主营业务成本_工资性支出_员工工资,江西福禄网络科技有限公司,人民币,,,游戏生态直播电商中心本部,'2026-01-31 00:00:00,-316.85,,调整前期工资计提-导致个税差异&调整费用,00057,周曼,手工凭证
202601,核算取值,6403.06,营业税金及附加_印花税,江西福禄网络科技有限公司,人民币,,,,'2026-01-31 00:00:00,182.23,,计提印花税&调整费用+0%,00059,周曼,手工凭证
202601,核算取值,6603.04,财务费用_汇兑损益,江西福禄网络科技有限公司,人民币,,,,'2026-01-31 00:00:00,79.85,,结转汇兑损益,00060,周曼,期末调汇
202601,核算取值,6301.01,营业外收入_财政补贴,沭阳数宇科技有限公司,人民币,,,,'2026-01-28 00:00:00,,1130000.0,2025年11月-12月销售补贴113万,00037
202601,核算取值,6711.05,营业外支出_税务滞纳金,沭阳数宇科技有限公司,人民币,,,,'2026-01-31 00:00:00,6889.71,,2025年11月增值税及附加税滞纳金,00244,,手工凭证
202601,核算取值,6301.01,营业外收入_财政补贴,沭阳数宇科技有限公司,人民币,,,,'2026-01-31 00:00:00,,-1130000.0,冲1月37#2025年11月-12月销售补贴113万,00245,,手工凭证
202601,核算取值,6602.01.03,管理费用_工资性支出_员工公积金,沭阳数宇科技有限公司,人民币,,,灌南福禄网络科技有限公司本部,'2026-01-31 00:00:00,3616.35,,计提1月人员公积金,00266,,手工凭证
202601,核算取值,6602.01.01,管理费用_工资性支出_员工工资,沭阳数宇科技有限公司,人民币,,,灌南福禄网络科技有限公司本部,'2026-01-31 00:00:00,29140.1,,计提1月人员工资,00266,,手工凭证
202601,核算取值,6602.01.02,管理费用_工资性支出_员工社保,沭阳数宇科技有限公司,人民币,,,灌南福禄网络科技有限公司本部,'2026-01-31 00:00:00,2495.26,,计提1月人员社保,00266,,手工凭证
202601,核算取值,6403.02,营业税金及附加_教育费附加,沭阳数宇科技有限公司,人民币,,,,'2026-01-31 00:00:00,54190.67,,计提教育费附加税&调整费用+0%,00271,,手工凭证
202601,核算取值,6403.01,营业税金及附加_城市维护建设税,沭阳数宇科技有限公司,人民币,,,,'2026-01-31 00:00:00,90317.78,,计提城建税&调整费用+0%,00271,,手工凭证
202601,核算取值,6403.06,营业税金及附加_印花税,沭阳数宇科技有限公司,人民币,,,,'2026-01-31 00:00:00,18132.68,,计提印花税&调整费用+0%,00271,,手工凭证
202601,核算取值,6403.03,营业税金及附加_地方教育费附加,沭阳数宇科技有限公司,人民币,,,,'2026-01-31 00:00:00,36127.11,,计提地方教育费附加税&调整费用+0%,00271,,手工凭证
